brand,model,weight_g
LG,Optimus Pro C660,129
LG,S365,85
LG,A350,91.5
LG,A258,92
LG,A250,92
LG,A270,65.8
LG,A230,80
LG,A290,92
LG,A190,66.5
LG,A200,95
LG,T515 Cookie Duo,100
LG,T510,100
LG,T505,93
LG,EGO T500,86
LG,EGO Wi-Fi,86
LG,C375 Cookie Tweet,92.5
LG,C365,102
LG,C360,102
LG,A100,58
LG,Optimus Big LU6800,151
LG,Cosmos 2,130
LG,US760 Genesis,170
LG,Phoenix P505,91
LG,Thrive P506,91
LG,Thrill 4G P925,168
LG,T315,88
LG,Optimus 3D P920,168
LG,Optimus Pad V900,621
LG,A180,66.3
LG,A165,81
LG,A160,81
LG,A140,80
LG,Optimus Chat C550,122
LG,Optimus Me P350,110
LG,Optimus Black P970,109
LG,Optimus 2X SU660,139
LG,Optimus 2X,139
LG,Optimus Mach LU3000,140
LG,Revolution,172
LG,X335,77.5
LG,C310,92.5
LG,Cookie WiFi T310i,86.5
LG,GU200,86
LG,A120,72.5
LG,A155,
LG,S310,86
LG,P525,120
LG,P520,120
LG,Axis,158
LG,Apex,158
LG,Cosmos Touch VN270,123.9
LG,Vortex VS660,
LG,C320 InTouch Lady,106
LG,GT550 Encore,104.9
LG,GS390 Prime,89
LG,Quantum,176
LG,C900 Optimus 7Q ,178
LG,E900 Optimus 7,157
LG,Town C300,92.5
LG,Optimus Chic E720,132
LG,Octane,128
LG,Optimus M,153
LG,Optimus S,130
LG,Optimus T,129
LG,Optimus One P500,129
LG,GW910,
LG,A130,86
LG,GW370 Rumour Plus,119
LG,GD550 Pure,132
LG,KS365,111
LG,GM650s,127
LG,Scarlet II TV,
LG,Flick T320,92.5
LG,Cookie 3G T320,92.5
LG,Wink 3G T320,92.5
LG,C710 Aloha,118
LG,Cookie Style T310,86.5
LG,Wink Style T310,86.5
LG,Cookie Lite T300,77
LG,C105,94
LG,GX300,104
LG,GU292,105.2
LG,GM360 Viewty Snap,87
LG,Fathom VS750,152
LG,Vu Plus,111.9
LG,GT400 Viewty Smile,98
LG,SU420 Cafe,
LG,Optimus Z,135
LG,SU920,97
LG,KM570 Cookie Gig,87
LG,Optimus Q LU2300,157
LG,GX500,118
LG,GT950 Arena,104.9
LG,KH3900 Joypop,108
LG,GB280,94
LG,GS155,66.8
LG,GS107,70
LG,GS106,70
LG,KP108,65
LG,GD350,94
LG,KH5200 Andro-1,139
LG,GT540 Optimus,115.5
LG,GS290 Cookie Fresh,89
LG,GT405,98
LG,GW990,
LG,GS500 Cookie Plus,92.5
LG,GX200,93
LG,KF305,90
LG,GW880,150
LG,GD880 Mini,99
LG,Etna C330,
LG,Wink Plus GT350i,122
LG,Town GT350,125
LG,KU2100,121
LG,GD580 Lollipop,103.5
LG,GS200,85
LG,GS190,85
LG,GW820 eXpo,147.4
LG,GD710 Shine II,120
LG,GU230 Dimsun,89
LG,GB160,
LG,GU285,105
LG,8575 Samba,119.9
LG,KM555E,90
LG,GD310 ,112
LG,GD510 Pop,87
LG,BL20 New Chocolate,115
LG,CF360,100
LG,GW620,139
LG,GM750,120
LG,BL40 New Chocolate,129
LG,GW300,95
LG,GB270,88.3
LG,GB190,76
LG,GB109,92
LG,GB170,76.5
LG,GW550,125.5
LG,KB775 Scarlet,110
LG,GT500 Puccini,98
LG,GT505,98
LG,GW520,125.5
LG,GD900 Crystal,127
LG,GC900 Viewty Smart,102
LG,GB230 Julia,89
LG,GD330,102
LG,KS660,110
LG,GB125,90
LG,Xenon GR500,108
LG,GB210,79
LG,GM200 Brio,85
LG,KC560,100
LG,KM900 Arena,105
LG,GM730 Eigen,
LG,KC910i Renoir,114
LG,GB250,
LG,GB220,72
LG,GB102,
LG,KT770,
LG,GB130,
LG,GM310,115
LG,GM210,100
LG,KM330,84
LG,GB110,65
LG,GB106,70
LG,GD910,84.0
LG,CT810 Incite,119.9
LG,KP152,80
LG,KS500,106
LG,KF900 Prada,130
LG,KC780,119
LG,KP500 Cookie,89
LG,KP501 Cookie,89
LG,KP502 Cookie,89
LG,KB770,109
LG,KC910 Renoir,114
LG,CB630 Invision,81
LG,KP270,99
LG,KF311,95
LG,CP150,81
LG,KP265,90
LG,KP260,90
LG,KP199,84
LG,KP170,72
LG,GT365 Neon,108
LG,KS360,111.5
LG,Univa E510,
LG,KF390,110
LG,KF350,102
LG,KF245,91
LG,KF240,91
LG,U370,89
LG,HB620T,110
LG,KC550,110
LG,KF757 Secret,116
LG,KF750 Secret,116
LG,KF755 Secret,112
LG,CU915 Vu,89.6
LG,KF700,107
LG,KF600,107
LG,KF510,91
LG,KP320,82
LG,KT610,125.5
LG,KT520,97
LG,KM710,118
LG,MG295,80
LG,KF310,95
LG,KF300,97
LG,KM500,
LG,KM386,79
LG,KM380,79
LG,KM338,
LG,KG375,68
LG,KP235,81
LG,KP220,72
LG,KP215,78
LG,KP210,80
LG,KP130,
LG,KP110,65
LG,KP105,65
LG,KP100,65
LG,KU385,95
LG,KU380,91
LG,U960,123
LG,KG290,90
LG,KG288,65
LG,KS20,92.5
LG,KU990 Viewty,112
LG,KE990 Viewty,112
LG,KE590,92
LG,KE500,90
LG,KG280,83
LG,KG275,59
LG,MG160,60
LG,KU580,73
LG,KE850 Prada,85
LG,KE970 Shine,119
LG,KU970 Shine,120
LG,KE770 Shine,79
LG,CU720 Shine,119
LG,KU950,116
LG,KS10,118
LG,KU311,98
LG,Trax CU575,110
LG,CU500V,105
LG,CU515,95
LG,CE110,81
LG,KU250,73
LG,KE260,100
LG,KE800,95
LG,KE820,73
LG,KU800,98
LG,L343i,86
LG,U830,93
LG,KP200,76
LG,L600v,98
LG,KP202,78
LG,CU500,105
LG,U400,114
LG,U310,89
LG,U300,93
LG,KG800,83
LG,KG810,83
LG,KE600,90
LG,KG330,70
LG,KG320,70
LG,CG180,67
LG,KG300,89
LG,KG200,89
LG,KG270,60
LG,KG195,69.9
LG,KG920,138
LG,KU730,105
LG,U900,110
LG,V9000,142
LG,KG245,70
LG,KG240,79
LG,KG225,70
LG,KG220,73
LG,KG210,85
LG,KG190,85
LG,KG130,76
LG,KG120,80
LG,KG110,70
LG,C2600,88
LG,U890,99
LG,U8550,135
LG,M6100,88
LG,C2500,80
LG,C1150,99
LG,S5300,92
LG,S5200,92
LG,S5100,95
LG,S5000,95
LG,U880,99
LG,P7200,112
LG,B2250,85
LG,B2070,78
LG,B2050,72
LG,M4410,107
LG,M4330,110
LG,M4300,110
LG,F3000,91
LG,F2410,91
LG,F2250,90
LG,L342i,90
LG,L341i,90
LG,C3400,93
LG,C3380,85
LG,C3320,90
LG,C3310,92
LG,C3300,93
LG,U8380,130
LG,U8360,132
LG,U8330,120
LG,U8290,125
LG,U8210,115
LG,U8200,125
LG,U8180,126
LG,B2150,73
LG,B2100,73
LG,B2000,73
LG,F2400,85
LG,F1200,101
LG,F7250,115
LG,A7150,110
LG,L5100,120
LG,C2200,99
LG,C2100,90
LG,G1800,78
LG,G1610,83
LG,G1700,80
LG,F2300,91
LG,F2100,90
LG,L3100,87
LG,C3100,85
LG,G3100,83
LG,L1100,90
LG,C1400,92
LG,C1200,81
LG,C1100,85
LG,G1600,83
LG,T5100,120
LG,G7200,116
LG,G7120,101
LG,U8150,136
LG,U8138,126
LG,U8120,126
LG,U8110,126
LG,U8100,120
LG,G7100,93
LG,G7070,95
LG,G7050,89
LG,G7030,88
LG,G1500,80
LG,G5500,81
LG,G5400,85
LG,G5310,85
LG,G5300,85
LG,G8000,120
LG,G7020,89
LG,W7020,89
LG,G7000,93
LG,W7000,89
LG,G5200,80
LG,W5200,80
LG,G3000,79
LG,W3000,80
LG,B1200,80
LG,LG 510w,78
LG,LG-600,90
LG,LG-500,90
LG,LG-200,80
LG,E2,
LG,Fantasy E740,
LG,G4 Pro,
LG,Optimus LTE,135
LG,X3,
Maxon,MX-C90,82
Maxon,MX-C80,85
Maxon,MX-C180,85
Maxon,MX-A30,90
Maxon,MX-C60,85
Maxon,MX-C20,90
Maxon,MX-C110,85
Maxon,MX-E10,90
Maxon,MX-V10,67
Maxon,MX-V30,80
Maxon,MX-7990,67
Maxon,MX-E80,
Maxon,MX-7750,81
Maxon,MX-C11,81
Maxon,MX-C160,59
Maxon,MX-7940,85
Maxon,MX-7920,59
Maxon,MX-7830,95
Maxon,MX-7600,80
Maxon,MX-6899,130
Maxon,MX-6877,135
Maxon,MX-6879,135
Maxon,MX-6869,135
Maxon,MX-6815,96
Maxon,MX-6814,96
Maxon,MX-6811,96
Maxon,MX-6810,96
Maxon,MX-6805,135
Maxon,MX-6804,135
Maxon,MX-3205F,170
Maxon,MX-3204,170
Maxwest,Nitro 55M,180
Maxwest,Nitro 55 LTE,163
Maxwest,Nitro 5M,148
Maxwest,Astro 5s,150
Maxwest,Gravity 5 LTE,155
Maxwest,Astro X4,122
Maxwest,Astro X55,174
Maxwest,Vice,87
Maxwest,Gravity 5.5 LTE,165
Maxwest,Gravity 5,150
Maxwest,Astro 6,150
Maxwest,Astro X5,154
Maxwest,Blade,76
Maxwest,Astro 3.5,125
Maxwest,Nitro 5,155
Maxwest,Astro 4.5,131
Maxwest,Nitro Phablet 71,321
Maxwest,Nitro 5.5,174
Maxwest,Astro 5,154
Maxwest,MX-110,63.7
Maxwest,Astro 4,122
Maxwest,Astro JR,116
Maxwest,Virtue Z5,140
Maxwest,Gravity 5.5,174
Maxwest,Gravity 6,207
Maxwest,Orbit 330G,116
Maxwest,Orbit 6200T,210
Maxwest,Android 330,116
Maxwest,Tab Phone 72DC,270
Maxwest,MX-210TV,82
Maxwest,Android 320,105
Maxwest,Orbit 6200,210
Maxwest,Orbit 5400T,170
Maxwest,Orbit 4400,115
Maxwest,Orbit 3000,116
Maxwest,Orbit X50,127
Maxwest,Orbit Z50,170
Maxwest,Orbit 5400,170
Maxwest,Orbit 4600,170
Maxwest,MX-200TV,69
Maxwest,MX-100,73
Meizu,M5c,135
Meizu,E2,155
Meizu,M5s,143
Meizu,M5 Note,175
Meizu,M3x,165
Meizu,Pro 6 Plus,158
Meizu,MX5e,149
Meizu,U10,139
Meizu,U20,158
Meizu,Pro 6s,163
Meizu,M5,138
Meizu,M3 Max,189
Meizu,M3e,172
Meizu,MX6,155
Meizu,M3s,138
Meizu,M3,132
Meizu,Pro 6,160
Meizu,M3 Note,163
Meizu,PRO 5 mini,
Meizu,M1 Metal,162
Meizu,PRO 5,168
Meizu,M2,131
Meizu,MX5,149
Meizu,M2 Note,149
Meizu,M1 Note,145
Meizu,M1,128
Meizu,MX4 Pro,158
Meizu,MX4,147
Meizu,MX3,143
Meizu,MX2,142
Meizu,MX 4-core,139
Meizu,MX,139
Micromax,Canvas Evok Power Q4260,
Micromax,Canvas Evok Note E453,162
Micromax,Brahat 2 Q402,
Micromax,Dual 5,
Micromax,Spark Vdeo Q415,140
Micromax,Vdeo 5,
Micromax,Vdeo 4,
Micromax,Vdeo 3,
Micromax,Vdeo 2,
Micromax,Vdeo 1,
Micromax,Canvas Spark 4G Q4201,165
Micromax,Canvas Fire 6 Q428,155
Micromax,Canvas 5 Lite Q462,151
Micromax,Bolt Q381,
Micromax,Canvas Mega 2 Q426,
Micromax,Canvas Spark 2 Plus Q350,
Micromax,Canvas Spark 3 Q385,
Micromax,Canvas Amaze 2 E457,
Micromax,Canvas xp 4G Q413,
Micromax,Bolt Supreme 2 Q301,
Micromax,Bolt Supreme Q300,
Micromax,Canvas Evok E483,
Micromax,Bolt Selfie Q424,
Micromax,Bolt supreme 4 Q352,
Micromax,Canvas Selfie 4,
Micromax,Unite 4 plus,
Micromax,Canvas Unite 4,
Micromax,Canvas Unite 4 Pro,
Micromax,Canvas Fire 5 Q386,
Micromax,Canvas 6 Pro E484,
Micromax,Canvas 6,
Micromax,Canvas Juice 4G Q461,152
Micromax,Canvas Amaze 4G Q491,
Micromax,Canvas Juice 4 Q382,
Micromax,Canvas Pulse 4G E451,128
Micromax,Canvas Mega 4G Q417,
Micromax,Canvas Fire 4G Plus Q412,
Micromax,Canvas Nitro 3 E352,
Micromax,Canvas Xpress 4G Q413,
Micromax,Canvas Blaze 4G+ Q414,
Micromax,Canvas Pace 4G Q416,
Micromax,Canvas 5 E481,
Micromax,Canvas Mega E353,
Micromax,Canvas Amaze Q395,
Micromax,Canvas Play 4G Q469,
Micromax,Bolt Q332,140.9
Micromax,Canvas Juice 3+ Q394,
Micromax,Bolt Q339,
Micromax,Bolt Q338,
Micromax,Bolt Q331,
Micromax,Bolt S302,
Micromax,Canvas Fire 4G Q411,
Micromax,Canvas Blaze 4G Q400,
Micromax,Canvas Juice 3 Q392,
Micromax,Canvas Spark 2 Q334,
Micromax,Canvas Nitro 4G E455,
Micromax,Canvas Selfie 3 Q348,
Micromax,Canvas Selfie 2 Q340,
Micromax,Canvas Xpress 2 E313,
Micromax,Bolt D303,
Micromax,Bolt S301,
Micromax,Canvas Selfie Lens Q345,
Micromax,Canvas Sliver 5 Q450,97
Micromax,Canvas Tab P690,
Micromax,Canvas Knight 2 E471,
Micromax,Canvas A1 AQ4502,
Micromax,Q391 Canvas Doodle 4,
Micromax,Canvas Nitro 2 E311,
Micromax,Q372 Unite 3,
Micromax,Canvas Play Q355,
Micromax,Canvas Spark Q380,134
Micromax,Bolt S300,
Micromax,Bolt D320,
Micromax,Bolt D321,
Micromax,Canvas Juice 2 AQ5001,
Micromax,Bolt Q324,
Micromax,Bolt A82,
Micromax,Canvas Pep Q371,
Micromax,Bolt A067,
Micromax,Canvas 4 Plus A315,
Micromax,A109 Canvas XL2,
Micromax,Canvas Fire 4 A107,
Micromax,Canvas Tab P666,310.5
Micromax,Canvas Tab P470,306
Micromax,Canvas Selfie A255,
Micromax,Bolt A066,
Micromax,Canvas Hue,
Micromax,A104 Canvas Fire 2,
Micromax,A99 Canvas Xpress,143
Micromax,A290 Canvas Knight Cameo,
Micromax,Canvas A1,
Micromax,A310 Canvas Nitro,
Micromax,A092 Unite,
Micromax,A65 Bolt,
Micromax,A108 Canvas L,
Micromax,A190 Canvas HD Plus,
Micromax,A093 Canvas Fire,
Micromax,A300 Canvas Gold,
Micromax,Canvas Win W121,
Micromax,Canvas Win W092,
Micromax,A089 Bolt,
Micromax,A106 Unite 2,
Micromax,A105 Canvas Entice,
Micromax,X352,
Micromax,A121 Canvas Elanza 2,
Micromax,A120 Canvas 2 Colors,
Micromax,A102 Canvas Doodle 3,
Micromax,A47 Bolt,
Micromax,X281,260
Micromax,X267,
Micromax,X098,87.6
Micromax,A114R Canvas Beat,
Micromax,A59 Bolt,
Micromax,A36 Bolt,
Micromax,A28 Bolt,89
Micromax,A350 Canvas Knight,
Micromax,Canvas Turbo Mini,
Micromax,A94 Canvas MAd,
Micromax,A119 Canvas XL,180
Micromax,A114 Canvas 2.2,147
Micromax,A61 Bolt,
Micromax,A77 Canvas Juice,
Micromax,A117 Canvas Magnus,
Micromax,Canvas Turbo,
Micromax,Canvas Tab P650,
Micromax,A113 Canvas Ego,
Micromax,A76,
Micromax,A74 Canvas Fun,
Micromax,A67 Bolt,
Micromax,A63 Canvas Fun,
Micromax,A240 Canvas Doodle 2,220
Micromax,A92,
Micromax,Canvas 4 A210,158
Micromax,A88,
Micromax,A110Q Canvas 2 Plus,164
Micromax,X322,108
Micromax,X321,98.6
Micromax,X295,
Micromax,X286,
Micromax,X278,
Micromax,X099,
Micromax,GC333,
Micromax,X396,
Micromax,X335C,92
Micromax,A111 Canvas Doodle,168
Micromax,Funbook 3G P600,370
Micromax,Funbook 3G P560,323
Micromax,Funbook Talk P362,
Micromax,Funbook Talk P360,
Micromax,Viva A72,186
Micromax,Ninja A91,149.1
Micromax,Ninja A54,109
Micromax,Bolt A62,85
Micromax,Bolt A51,118
Micromax,Bolt A35,89
Micromax,Bolt A27,89
Micromax,A115 Canvas 3D,
Micromax,A116 Canvas HD,156
Micromax,A101,200
Micromax,A110 Canvas 2,168
Micromax,A89 Ninja,
Micromax,A87 Ninja 4.0,
Micromax,A57 Ninja 3.0,93.8
Micromax,Funbook Infinity P275,
Micromax,Funbook Alfa P250,
Micromax,Funbook Pro,
Micromax,A100,168
Micromax,A90s,118.4
Micromax,A90,
Micromax,A84,
Micromax,A80 ,
Micromax,Superfone Punk A44,
Micromax,A25,102
Micromax,X101,
Micromax,X291,98.6
Micromax,X277,
Micromax,X276,
Micromax,X246,104
Micromax,X234+,
Micromax,A56,110
Micromax,A52,112
Micromax,A45,120
Micromax,X660,121
Micromax,X640,
Micromax,X368,
Micromax,X335,69
Micromax,X288,61.7
Micromax,X274,67
Micromax,X233,69.3
Micromax,X231,61.7
Micromax,X102,
Micromax,A50 Ninja,
Micromax,A78,
Micromax,Funbook P300,
Micromax,A73,
Micromax,X650,
Micromax,X490,
Micromax,X333,
Micromax,X275,
Micromax,X271,91
Micromax,X11i,95
Micromax,A75,135.4
Micromax,X270,
Micromax,X256,
Micromax,X78,140
Micromax,X55 Blade,
Micromax,X285,86
Micromax,A55,111.5
Micromax,X40,148
Micromax,X450,90.8
Micromax,X222,83
Micromax,Q80,118
Micromax,A85,
Micromax,A70,85
Micromax,X410,86
Micromax,X395,
Micromax,X266,95
Micromax,X265,95
Micromax,M2,79
Micromax,Q66,118
Micromax,X370,
Micromax,X226+,95
Micromax,Q50,96
Micromax,X560,
Micromax,A60,105
Micromax,X600,110
Micromax,X550 Qube,85
Micromax,X510 Pike,103
Micromax,X500,110
Micromax,X310,74
Micromax,X2i,87
Micromax,X118,
Micromax,X100,61
Micromax,X1i,82
Micromax,GC700,82
Micromax,GC400,103
Micromax,GC360,105
Micromax,GC275,100
Micromax,Q75,
Micromax,Q6,130
Micromax,Q7,100
Micromax,G4,
Micromax,W900,113
Micromax,X330,
Micromax,H360,104
Micromax,Q1,97
Micromax,Q2,97
Micromax,Q3,97
Micromax,Q5 fb,95
Micromax,Q55 Bling,75
Micromax,X1i plus,82
Micromax,X2i plus,90
Micromax,X111,69
Micromax,X114,70
Micromax,X215,65
Micromax,X220,78.5
Micromax,X225,65
Micromax,X235,85
Micromax,X250,76
Micromax,X260,75
Micromax,X360,104
Microsoft,Lumia 650,122
Microsoft,Lumia 950 XL Dual SIM,165
Microsoft,Lumia 950 XL,165
Microsoft,Lumia 950 Dual SIM,150
Microsoft,Lumia 950,150
Microsoft,Lumia 550,
Microsoft,Lumia 540 Dual SIM,152
Microsoft,Lumia 430 Dual SIM,127.9
Microsoft,Lumia 640 XL LTE Dual SIM,171
Microsoft,Lumia 640 XL LTE,171
Microsoft,Lumia 640 XL Dual SIM,171
Microsoft,Lumia 640 XL,171
Microsoft,Lumia 640 LTE Dual SIM,145
Microsoft,Lumia 640 LTE,145
Microsoft,Lumia 640 Dual SIM,145
Microsoft,Lumia 532 Dual SIM,136.3
Microsoft,Lumia 532,136.3
Microsoft,Lumia 435 Dual SIM,134.1
Microsoft,Lumia 435,134.1
Microsoft,Lumia 535 Dual SIM,146
Microsoft,Lumia 535,146
Microsoft,Surface 2,675.9
Microsoft,Surface,680.4
Microsoft,Kin TWOm,133
Microsoft,Kin ONEm,
Microsoft,Kin Two,
Microsoft,Kin One,
Microsoft,Lumia 1030,
Microsoft,Lumia 1330,
Microsoft,Lumia 850,
Mitac,MIO Explora K75,115
Mitac,MIO Explora K70,115
Mitac,MIO Leap G50,119
Mitac,MIO Leap K1,125
Mitac,MIO A502,135
Mitac,MIO A501,135
Mitac,MIO A702,148
Mitac,MIO A701,150
Mitac,MIO 8870,120
Mitac,MIO 8860,
Mitac,MIO 8390,125
Mitac,MIO 8380,143
Mitsubishi,M430i/M900,125
Mitsubishi,M800,94
Mitsubishi,M420i/M760,115
Mitsubishi,M528,72
Mitsubishi,M520,75
Mitsubishi,M350,99
Mitsubishi,M750,102
Mitsubishi,M342i,
Mitsubishi,M341i/M720,102
Mitsubishi,M330,95
Mitsubishi,m21i,95
Mitsubishi,M320,95
Mitsubishi,Trium Eclipse,110
Mitsubishi,Trium Sirius,75
Mitsubishi,Trium Neptune,120
Mitsubishi,Trium Mars,120
Mitsubishi,Trium Geo-@,149
Mitsubishi,Trium Mondo,200
Mitsubishi,Trium xs,120
Mitsubishi,Trium fx,120
Mitsubishi,Trium Cosmo,69
Mitsubishi,Trium Aria,90
Mitsubishi,Trium Geo,149
Mitsubishi,Trium Astral,149
Mitsubishi,Trium Galaxy,149
Modu,T,
Modu,Night jacket,
Modu,Sport jacket,
Modu,Speedy jacket,
Modu,Shiny jacket,
Modu,Mini jacket,
Modu,Express jacket,
Modu,Phone,
Motorola,Moto E4 Plus,198
Motorola,Moto E4 Plus (USA),181
Motorola,Moto E4,151
Motorola,Moto E4 (USA),150
Motorola,Moto Z2 Play,145
Motorola,Moto C Plus,162
Motorola,Moto C,154
Motorola,Moto G5 Plus,155
Motorola,Moto G5,145
Motorola,Moto M,163
Motorola,Moto E3 Power,153.5
Motorola,Moto Z Play,165
Motorola,Moto E3,140.6
Motorola,Moto Z Force,163
Motorola,Moto Z,136
Motorola,Moto G4 Plus,155
Motorola,Moto G4,155
Motorola,Moto G4 Play,137
Motorola,Moto G Turbo Edition,155
Motorola,Moto X Force,169
Motorola,Droid Turbo 2,170.1
Motorola,Droid Maxx 2,169
Motorola,Moto X Style,179
Motorola,Moto X Play Dual SIM,169
Motorola,Moto X Play,169
Motorola,Moto G Dual SIM (3rd gen),155
Motorola,Moto 360 Sport (1st gen),54
Motorola,Moto 360 42mm (2nd gen),
Motorola,Moto 360 46mm (2nd gen),
Motorola,Moto 360 (1st gen),49
Motorola,Moto G (3rd gen),155
Motorola,Moto E Dual SIM (2nd gen),145
Motorola,Moto E (2nd gen),145
Motorola,Moto G 4G (2nd gen),155
Motorola,Moto G 4G Dual SIM (2nd gen),155
Motorola,Moto Maxx,176
Motorola,DROID Turbo,169
Motorola,Nexus 6,184
Motorola,Moto X (2nd Gen),144
Motorola,Moto G Dual SIM (2nd gen),149
Motorola,Moto G (2nd gen),149
Motorola,Moto G 4G,143
Motorola,Luge,125.9
Motorola,Moto E,142
Motorola,Moto E Dual SIM,142
Motorola,Moto G Dual SIM,143
Motorola,Moto G,143
Motorola,Moto X,130
Motorola,DROID Ultra,137
Motorola,DROID Maxx,167
Motorola,DROID Mini,130
Motorola,RAZR D3 XT919,120
Motorola,RAZR D1,110
Motorola,Electrify M XT905,111.1
Motorola,RAZR i XT890,126
Motorola,DROID RAZR MAXX HD,157
Motorola,DROID RAZR HD,146
Motorola,RAZR HD XT925,146
Motorola,DROID RAZR M,126
Motorola,RAZR M XT905,126
Motorola,DEFY XT XT556,130
Motorola,Electrify 2 XT881,130
Motorola,Photon Q 4G LTE XT897,170.1
Motorola,Defy Pro XT560,115
Motorola,ATRIX HD MB886,140
Motorola,XT760,125
Motorola,ATRIX TV XT687,129.7
Motorola,ATRIX TV XT682,129.7
Motorola,MotoGO TV EX440,87
Motorola,Motosmart Me XT303,107
Motorola,MOTOKEY 3-CHIP EX117,87
Motorola,RAZR V XT885,125
Motorola,RAZR V XT889,125
Motorola,RAZR V MT887,125
Motorola,MOTOSMART MIX XT550,131.5
Motorola,MotoGO EX430,100
Motorola,Motosmart Flip XT611,110
Motorola,XT390,110
Motorola,RAZR MAXX,145
Motorola,DEFY XT535,115
Motorola,GLEAM+ WX308,105
Motorola,DROID 4 XT894,178.9
Motorola,DROID RAZR MAXX,145
Motorola,Motoluxe MT680,136
Motorola,Motoluxe XT389,98
Motorola,Motoluxe,123.6
Motorola,Defy Mini XT321,
Motorola,Defy Mini XT320,107
Motorola,XT319,109
Motorola,WX306,
Motorola,Fire,110
Motorola,MT917,139
Motorola,XT928,149
Motorola,DROID XYBOARD 8.2 MZ609 ,390
Motorola,DROID XYBOARD 10.1 MZ617,599
Motorola,XT532,115
Motorola,MOTO XT615,123.6
Motorola,EX226,90
Motorola,Motokey Social,87
Motorola,XOOM 2 Media Edition 3G MZ608,386
Motorola,XOOM 2 Media Edition MZ607,386
Motorola,XOOM 2 3G MZ616,599
Motorola,XOOM 2 MZ615,599
Motorola,XOOM Media Edition MZ505,650
Motorola,RAZR XT910,127
Motorola,DROID RAZR XT912,127
Motorola,ATRIX 2 MB865,147
Motorola,Admiral XT603,134
Motorola,ME632,130
Motorola,PRO+,113
Motorola,DEFY+,118
Motorola,EX212,105
Motorola,EX119,87
Motorola,MOTOKEY XT EX118,92
Motorola,MOTOKEY Mini EX109,87
Motorola,MOTOKEY Mini EX108,87
Motorola,WX294,65
Motorola,FIRE XT,84.3
Motorola,FIRE XT311,110
Motorola,SPICE Key XT317,110
Motorola,SPICE Key,110
Motorola,MILESTONE 3 XT860,184
Motorola,DROID 3,167
Motorola,Triumph,143
Motorola,Photon 4G MB855,158
Motorola,EX232,95
Motorola,WILDER,92
Motorola,MOTO MT870,149
Motorola,MOTO MT620,125
Motorola,Milestone XT883,184
Motorola,MOTO XT882,136.5
Motorola,MOTO XT316,110
Motorola,XPRT MB612,145
Motorola,GLEAM,105
Motorola,PRO,134
Motorola,XOOM MZ604,730
Motorola,XOOM MZ601,730
Motorola,XOOM MZ600,730
Motorola,ATRIX,135
Motorola,ATRIX 4G,135
Motorola,Cliq 2,175
Motorola,DROID BIONIC XT875,158.8
Motorola,DROID X ME811,155
Motorola,DROID BIONIC XT865,158
Motorola,MOTO ME525,118
Motorola,MILESTONE 2 ME722,169
Motorola,DROID 2 Global,173
Motorola,EX122,97
Motorola,EX128,80
Motorola,MOTOTV EX245,
Motorola,DROID PRO XT610,134
Motorola,XT301,110
Motorola,SPICE XT300,145
Motorola,FLIPSIDE MB508,145
Motorola,MOTO MT716,182
Motorola,BRAVO MB520,122
Motorola,CITRUS WX445,110
Motorola,EX300,105
Motorola,EX210,130
Motorola,EX201,112.5
Motorola,EX115,102.2
Motorola,EX112,
Motorola,CUPE,115
Motorola,DEFY,118
Motorola,MILESTONE 2,169
Motorola,DROID 2,169
Motorola,MT810lx,173
Motorola,XT810,165
Motorola,XT806,165
Motorola,A1260,120
Motorola,A1680,120
Motorola,Grasp WX404,105
Motorola,Rambler,108
Motorola,CHARM,110
Motorola,ES400,156
Motorola,DROID X2,155
Motorola,DROID X,155
Motorola,MILESTONE XT720,139
Motorola,XT720 MOTOROI,139
Motorola,Quench XT5 XT502,114
Motorola,Quench XT3 XT502,114
Motorola,FlipOut,120
Motorola,WX295,83
Motorola,WX290,83
Motorola,WX265,83
Motorola,WX260,83
Motorola,WX181,83
Motorola,WX161,70
Motorola,QUENCH,130
Motorola,BACKFLIP,133
Motorola,XT800 ZHISHANG,137
Motorola,XT701,140
Motorola,MT710 ZHILING,125
Motorola,MOTO XT702,165
Motorola,MILESTONE,165
Motorola,WX395,83
Motorola,WX390,83
Motorola,WX288,66
Motorola,WX280,66
Motorola,WX180,65
Motorola,WX160,65
Motorola,Motocubo A45,110
Motorola,DEXT MB220,163
Motorola,ROKR ZN50,143
Motorola,Karma QA1,141
Motorola,L800t,110
Motorola,W7 Active Edition,105
Motorola,ROKR W6,107
Motorola,MC55,336
Motorola,ZN300,103
Motorola,E11,139
Motorola,A3100,119
Motorola,A3000,119
Motorola,Tundra VA76r,107
Motorola,W233 Renew,83
Motorola,COCKTAIL VE70,123
Motorola,VE66,121
Motorola,EM35,116
Motorola,Aura,141
Motorola,Q 11,115
Motorola,VE538,83
Motorola,RAZR2 V9x,125
Motorola,ZN200,115
Motorola,W396,94
Motorola,W231,85
Motorola,EM30,100
Motorola,EM28,90
Motorola,EM25,90
Motorola,PEBL VU20,103
Motorola,MOTOACTV W450,99
Motorola,VE75,137
Motorola,ZN5,114
Motorola,A1210,125
Motorola,A1600,128
Motorola,A1890,132
Motorola,A1800,132
Motorola,A810,100
Motorola,W388,86
Motorola,Z9,139
Motorola,Z6w,110
Motorola,Z6c,105
Motorola,W181,80
Motorola,W177,82
Motorola,W161,85
