,brand,model,weight_g
1057,BlackBerry,Storm3,
1058,BlackBerry,Storm 9500,155
1059,BlackBerry,Storm 9530,155
1060,BlackBerry,Pearl Flip 8230,102
1061,BlackBerry,Pearl Flip 8220,102
1062,BlackBerry,Bold 9000,133
1063,BlackBerry,Volt,
1064,BlackBerry,Pearl 8130,96
1065,BlackBerry,Pearl 8110,91
1066,BlackBerry,Pearl 8120,91
1067,BlackBerry,Curve 8330,113
1068,BlackBerry,Curve 8320,111
1069,BlackBerry,Curve 8310,111
1070,BlackBerry,Curve 8300,111
1071,BlackBerry,8820,134
1072,BlackBerry,8830 World Edition,132
1073,BlackBerry,8800,134
1074,BlackBerry,Pearl 8100,89.5
1075,BlackBerry,7130g,120
1076,BlackBerry,7130c,120
1077,BlackBerry,7130v,120
1078,BlackBerry,8707v,139
1079,BlackBerry,8700c,134
1080,BlackBerry,7100x,120
1081,BlackBerry,7100t,120
1082,BlackBerry,7100v,120
1083,BlackBerry,7290,139
1084,BlackBerry,7730,142
1085,BlackBerry,7230,136
1086,BlackBerry,6720,138
1087,BlackBerry,6230,136
1088,BlackBerry,Curve Touch,
1089,BlackBerry,Curve Touch CDMA,
1090,BlackBerry,Playbook 2012,425
1091,BlackBerry,Porsche Design P'9531,155
1092,BlackBerry,A10,
1093,BlackBerry,Z20,
1094,BLU,Grand X LTE,168
1095,BLU,Grand XL,187
1096,BLU,Studio J2,143
1097,BLU,Studio Mega,196
1098,BLU,R1 Plus,191
1099,BLU,Studio Selfie LTE,155
1100,BLU,Life One X2 Mini,152
1101,BLU,Dash L3,135
1102,BLU,Advance 4.0 L3,127
1103,BLU,Vivo XL2,175
1104,BLU,Vivo 5 Mini,119
1105,BLU,Grand Max,154
1106,BLU,Grand Energy,190
1107,BLU,Grand M,171
1108,BLU,Grand X,165
1109,BLU,Studio J5,130
1110,BLU,Tank Xtreme 5.0,181
1111,BLU,Tank Xtreme 4.0,141
1112,BLU,Tank Xtreme 2.4,139
1113,BLU,Energy X Plus 2,172
1114,BLU,Studio Max,169
1115,BLU,Studio G2 HD,141
1116,BLU,Life Max,153
1117,BLU,Advance 4.0 M,114
1118,BLU,Dash XL,168
1119,BLU,Dash G,157
1120,BLU,Vivo 6,170
1121,BLU,Studio XL2,200
1122,BLU,Studio G Max,146
1123,BLU,Studio G Plus HD,189
1124,BLU,Life One X2,166
1125,BLU,Vivo 5R,166
1126,BLU,Pure XR,147.2
1127,BLU,Studio G HD LTE,145
1128,BLU,Studio G2,145
1129,BLU,Studio M LTE,155
1130,BLU,Studio C 8+8,152
1131,BLU,Studio C 8+8 LTE,143
1132,BLU,Energy Diamond,184
1133,BLU,Diamond M,162
1134,BLU,Energy M,136
1135,BLU,Neo X LTE,169
1136,BLU,R1 HD,142
1137,BLU,Grand 5.5 HD,188
1138,BLU,Energy Diamond Mini,142
1139,BLU,Dash 4.5 (2016),134
1140,BLU,Neo X Mini,151
1141,BLU,Energy XL,208
1142,BLU,Touch Book M7,
1143,BLU,Studio Touch,141
1144,BLU,Dash L2,123
1145,BLU,Studio Selfie 2,153
1146,BLU,Neo XL,183
1147,BLU,Neo X,151
1148,BLU,Studio X8 HD,144
1149,BLU,Energy JR,136
1150,BLU,Advance 4.0 L2,122
1151,BLU,Dash X2,174
1152,BLU,Dash M2,172
1153,BLU,Studio X Mini,122
1154,BLU,Life Mark,150
1155,BLU,Studio One Plus,175
1156,BLU,Studio One,147
1157,BLU,Dash X Plus LTE,190
1158,BLU,Energy X LTE,183
1159,BLU,Life XL,168
1160,BLU,Studio 5.5 HD,183
1161,BLU,Energy X 2,190
1162,BLU,Neo X Plus,162
1163,BLU,Studio G HD,133
1164,BLU,Studio M HD,150
1165,BLU,Studio C HD,176
1166,BLU,Vivo XL,154
1167,BLU,Vivo 5,
1168,BLU,Life One X (2016),141
1169,BLU,Studio G Plus,154
1170,BLU,Dash X LTE,157
1171,BLU,Studio 7.0 LTE,266
1172,BLU,Dash L,122
1173,BLU,Studio G LTE,149
1174,BLU,Dash M,157
1175,BLU,Dash X,148
1176,BLU,Studio Energy 2,176
1177,BLU,Dash X Plus,190
1178,BLU,Energy X,154
1179,BLU,Pure XL,207
1180,BLU,Vivo Air LTE,98
1181,BLU,Studio XL,177
1182,BLU,Life X8,149
1183,BLU,Touchbook G7,298
1184,BLU,Studio 7.0 II,248
1185,BLU,Studio C Super Camera,126
1186,BLU,Vivo Selfie,111
1187,BLU,Energy X Plus,169
1188,BLU,Studio C 5 + 5 LTE,157
1189,BLU,Studio C 5 + 5,157
1190,BLU,Life 8 XL,149
1191,BLU,Studio 5.5C,178
1192,BLU,Studio C,172
1193,BLU,Advance 4.0 L,121
1194,BLU,Selfie,136
1195,BLU,Win HD LTE,146
1196,BLU,Win JR LTE,138
1197,BLU,Life One (2015),120
1198,BLU,Life One XL,151
1199,BLU,Studio Energy,180
1200,BLU,Studio G,156
1201,BLU,Studio X Plus,170
1202,BLU,Studio X,154
1203,BLU,Vivo Air,97
1204,BLU,Studio 6.0 LTE,177
1205,BLU,Studio 5.0 HD LTE,164
1206,BLU,Studio Mini LTE,145
1207,BLU,Studio 7.0,299
1208,BLU,Sport 4.5,157
1209,BLU,Life View 8.0,350
1210,BLU,Life Play Mini,106
1211,BLU,Dash Music JR,121
1212,BLU,Dash C Music,121
1213,BLU,Win JR,125
1214,BLU,Win HD,139
1215,BLU,Studio 5.0 C HD,166
1216,BLU,Studio C Mini,156
1217,BLU,Studio 5.0 C,170
1218,BLU,Studio 5.0 CE,171
1219,BLU,Vivo IV,129
1220,BLU,Life 8,136
1221,BLU,Life Pure XL,152
1222,BLU,Studio 5.0 LTE,162
1223,BLU,Studio 6.0 HD,206
1224,BLU,Neo 4.5,135
1225,BLU,Neo 3.5,101
1226,BLU,Studio 5.0 S II,155
1227,BLU,Studio 5.0 E,174
1228,BLU,Studio 5.5 S,166
1229,BLU,Life Pure Mini,149
1230,BLU,Vivo 4.8 HD,135
1231,BLU,Life View Tab,404
1232,BLU,Life Play S,109
1233,BLU,Life One X,133
1234,BLU,Life One M,144
1235,BLU,Life Play X,125
1236,BLU,Life Pure,128
1237,BLU,Studio 5.0 II,155
1238,BLU,Advance 4.0,124
1239,BLU,Life Pro,158
1240,BLU,Studio 5.5,184
1241,BLU,Samba W,80
1242,BLU,Samba TV,80
1243,BLU,Jenny TV 2.8,90
1244,BLU,Zoey,65
1245,BLU,Dash 5.0,128
1246,BLU,Dash Music 4.0,128
1247,BLU,Dash JR,105
1248,BLU,Dash 4.5,144
1249,BLU,Amour,137
1250,BLU,Studio 5.3 S,190
1251,BLU,Studio 5.0 S,170
1252,BLU,Studio 5.0,170
1253,BLU,Dash Music,120
1254,BLU,Diva X,95
1255,BLU,Diva,90
1256,BLU,Tattoo S,69
1257,BLU,Life View,220
1258,BLU,Life One,145
1259,BLU,Life Play,125
1260,BLU,Studio 5.3 II,210
1261,BLU,Tank 4.5,136
1262,BLU,Quattro 5.7 HD,243
1263,BLU,Quattro 4.5 HD,148
1264,BLU,Quattro 4.5,145
1265,BLU,Hero II,90
1266,BLU,Dash 4.0,128
1267,BLU,Dash 3.2,105
1268,BLU,Brooklyn,90
1269,BLU,Vivo 4.65 HD,130
1270,BLU,Touch Book 9.7,430
1271,BLU,Touch Book 7.0 Plus,388
1272,BLU,Touch Book 7.0 Lite,340
1273,BLU,Dash 3.5,110
1274,BLU,Elite 3.8,137
1275,BLU,Dash,96
1276,BLU,Hero,90
1277,BLU,Jenny TV,88
1278,BLU,Vivo 4.3,120
1279,BLU,Tank,92
1280,BLU,Jenny,73
1281,BLU,Studio 5.3,192
1282,BLU,Touch Book 7.0,382
1283,BLU,Neo Pro,120
1284,BLU,Neo XT,120
1285,BLU,Neo,120
1286,BLU,Deco Pro,75
1287,BLU,Deco XT,75
1288,BLU,Deco,73
1289,BLU,Deco Mini,75
1290,BLU,Electro,68
1291,BLU,Spark,59
1292,BLU,Deejay Touch,70
1293,BLU,Deejay Flip,70
1294,BLU,Tattoo Mini,54
1295,BLU,Samba Elite,69
1296,BLU,Samba JR,75
1297,BLU,Lindy,50
1298,BLU,Swing,47
1299,BLU,Bar Q,48
1300,BLU,Magic,
1301,BLU,Touch,120
1302,BLU,Diesel 3G,90
1303,BLU,Deejay II,120
1304,BLU,Samba Q,120
1305,BLU,Ultra,
1306,BLU,Tango,94
1307,BLU,Speed,123
1308,BLU,Smart,102
1309,BLU,Cubo,110
1310,BLU,Flash,82
1311,BLU,Samba Mini,76
1312,BLU,Samba,96
1313,BLU,Tattoo,104
1314,BLU,Tattoo TV,104
1315,BLU,Disco2GO II,102
1316,BLU,Deejay,83
1317,BLU,Click,83
1318,BLU,Brilliant,102
1319,BLU,Slim TV,102
1320,BLU,TV2Go Lite,87
1321,BLU,TV2Go,87
1322,BLU,Texting 2 GO,104
1323,BLU,EZ2Go,120
1324,BLU,Kick,92
1325,BLU,Vida1,87
1326,BLU,Gol,92
1327,BLU,Dual SIM Lite,83
1328,Bosch,909 Dual S,109
1329,Bosch,909 Dual,99
1330,Bosch,Com 908,99
1331,Bosch,Com 509,150
1332,Bosch,World 718,189
1333,Bosch,Com 738,189
1334,Bosch,Com 906,145
1335,Bosch,Com 608,169
1336,Bosch,Com 607,189
1337,Bosch,Com 207,179
1338,BQ,Aquaris X Pro,158
1339,BQ,Aquaris X,153
1340,BQ,Aquaris U Lite,140
1341,BQ,Aquaris U,140
1342,BQ,Aquaris U Plus,139
1343,BQ,Aquaris X5 Plus,145
1344,BQ,Aquaris E5s,139
1345,BQ,Aquaris X5,148
1346,BQ,Aquaris M5,144
1347,BQ,Aquaris M5.5,162
1348,BQ,Aquaris M4.5,115
1349,BQ, Aquaris M10,470
1350,Casio,G'zOne CA-201L,173.8
1351,Casio,G'zOne Commando,154
1352,Casio,G'zOne Ravine 2,138
1353,Casio,G'zOne Ravine,131
1354,Casio,G'zOne Brigade,170
1355,Cat,S60,
1356,Cat,S30,181
1357,Cat,S40,185
1358,Cat,B30,101
1359,Cat,B15 Q,170
1360,Cat,S50,185
1361,Cat,B15,170
1362,Cat,B100,136
1363,Cat,B25,161
1364,Celkon,A403,113
1365,Celkon,Campus Prime,119.2
1366,Celkon,Millennia Everest,
1367,Celkon,Millennia Hero,113
1368,Celkon,Millennia Xplore,150
1369,Celkon,Q455L,130
1370,Celkon,2GB Xpress,134
1371,Celkon,A35k Remote,102
1372,Celkon,Q3K Power,128
1373,Celkon,Q5K Power,169
1374,Celkon,Q452,129
1375,Celkon,A402,104
1376,Celkon,Q54+,150.6
1377,Celkon,Q519,169
1378,Celkon,Q450,147
1379,Celkon,Q405,137
1380,Celkon,A518,164
1381,Celkon,A407,105
1382,Celkon,A359,95.5
1383,Celkon,A355,97.5
1384,Celkon,Campus Buddy A404,131
1385,Celkon,Millennia OCTA510,136
1386,Celkon,Win 400,
1387,Celkon,Campus Whizz Q42,122
1388,Celkon,Millennia Epic Q550,143.8
1389,Celkon,Xion s CT695,250
1390,Celkon,Campus Colt A401,
1391,Celkon,Campus Crown Q40,109.3
1392,Celkon,Glory Q5,156
1393,Celkon,Campus One A354C,
1394,Celkon,Campus Nova A352E,
1395,Celkon,A43,
1396,Celkon,A42,
1397,Celkon,Q500 Millennium Ultra,149
1398,Celkon,Q44,133.6
1399,Celkon,A500,147
1400,Celkon,A21,115.3
1401,Celkon,A115,164
1402,Celkon,Q455,130
1403,Celkon,Q470,137
1404,Celkon,Q3000,167
1405,Celkon,A35k,102
1406,Celkon,A125,
1407,Celkon,C7010,90.6
1408,Celkon,C5055,90.6
1409,Celkon,C9 Jumbo,
1410,Celkon,C7 Jumbo,
1411,Celkon,C6 Star,
1412,Celkon,C44 Duos,
1413,Celkon,C366,
1414,Celkon,C619,
1415,Celkon,C51,
1416,Celkon,C340,
1417,Celkon,C348+,
1418,Celkon,C349+,
1419,Celkon,C779,
1420,Celkon,C66+,90
1421,Celkon,C44+,
1422,Celkon,A64,
1423,Celkon,A66,98
1424,Celkon,A9 Dual,116
1425,Celkon,A 107+,
1426,Celkon,C4040,
1427,Celkon,ARR35,
1428,Celkon,CT 7,
1429,Celkon,CT-888,
1430,Celkon,C820,
1431,Celkon,C720,
1432,Celkon,S1,137
1433,Celkon,A40,
1434,Celkon,AR50,140
1435,Celkon,AR40,
1436,Celkon,AR45,
1437,Celkon,A15,
1438,Celkon,C7045,
1439,Celkon,C605,
1440,Celkon,C399,
1441,Celkon,C76,
1442,Celkon,C64,
1443,Celkon,C63,
1444,Celkon,Monalisa 5,120.5
1445,Celkon,A112,
1446,Celkon,A63,
1447,Celkon,A60,
1448,Celkon,A20,
1449,Celkon,A10,
1450,Celkon,C5050 Star,
1451,Celkon,C7030,95
1452,Celkon,A105,
1453,Celkon,C349i,
1454,Celkon,C297,
1455,Celkon,C69,
1456,Celkon,C67+,
1457,Celkon,C74,
1458,Celkon,CT-910+,180
1459,Celkon,A118,
1460,Celkon,A107,
1461,Celkon,A9+,
1462,Celkon,A119Q Signature HD,177
1463,Celkon,A119 Signature HD,177
1464,Celkon,CT-910,
1465,Celkon,A87,
1466,Celkon,A86,
1467,Celkon,A69,
1468,Celkon,A67,
1469,Celkon,A98,
1470,Celkon,A225,
1471,Celkon,C7050,
1472,Celkon,C7070,
1473,Celkon,C44 Star,
1474,Celkon,C54,
1475,Celkon,GC10,
1476,Celkon,C3333,
1477,Celkon,C356,
1478,Celkon,C355,
1479,Celkon,A75,
1480,Celkon,A59,
1481,Celkon,A220,
1482,Celkon,A27,
1483,Celkon,A79,98
1484,Celkon,A83,103
1485,Celkon,A77,104
1486,Celkon,CT 9,450
1487,Celkon,A200,147
1488,Celkon,C19,85
1489,Celkon,A900,185
1490,Celkon,A85,125
1491,Celkon,A22,145
1492,Celkon,CT 2,
1493,Celkon,C52,
1494,Celkon,C9 Star,
1495,Celkon,A89,
1496,Celkon,CT 1,
1497,Celkon,C24,
1498,Celkon,C3000,
1499,Celkon,A97i,139
1500,Celkon,A19,110
1501,Celkon,C607,70
1502,Celkon,C262,90
1503,Celkon,C360,
1504,Celkon,C359,
1505,Celkon,C350,
1506,Celkon,A97,130
1507,Celkon,A95,104
1508,Celkon,A90,128
1509,Celkon,A99+,
1510,Celkon,C770N,
1511,Celkon,C705,
1512,Celkon,C606,
1513,Celkon,C570,
1514,Celkon,C504,
1515,Celkon,C206,
1516,Celkon,C203,
1517,Celkon,C17,
1518,Celkon,C75,
1519,Celkon,i4,
1520,Celkon,A7,
1521,Celkon,A88,
1522,Celkon,C770 Dj,
1523,Celkon,C769,
1524,Celkon,C349,
1525,Celkon,C337,
1526,Celkon,C260,
1527,Celkon,C70,
1528,Celkon,C55,126
1529,Celkon,A9,110
1530,Celkon,A99,120
1531,Celkon,C3030,152
1532,Celkon,C90,86
1533,Celkon,C909,78
1534,Celkon,C60,74
1535,Celkon,C305,73
1536,Celkon,C220,96
1537,Celkon,C303,78
1538,Celkon,C201,87
1539,Celkon,C202,103
1540,Celkon,C404,120
1541,Celkon,C5050,89
1542,Celkon,C227,107
1543,Celkon,i9,81
1544,Celkon,C2010,146
1545,Celkon,C207,87
1546,Celkon,A1,127
1547,Celkon,C609,98
1548,Celkon,C102,78
1549,Celkon,C77,93
1550,Celkon,C100,69
1551,Celkon,C555,108
1552,Celkon,C205,86
1553,Celkon,C44,96
1554,Celkon,C101,72
1555,Celkon,C33,77
1556,Celkon,C550,82
1557,Celkon,C66,110
1558,Celkon,C339,83
1559,Celkon,C10,81
1560,Celkon,C770,102
1561,Celkon,C20,83
1562,Celkon,C369,102
1563,Celkon,C88,98
1564,Celkon,C2000,143
1565,Celkon,C007,103
1566,Celkon,C999,100
1567,Celkon,C777,104
1568,Celkon,C1,82
1569,Celkon,C444,67
1570,Celkon,C2,75
1571,Celkon,C225,82
1572,Celkon,C111,82
1573,Celkon,C99,86
1574,Celkon,C3,129
1575,Celkon,C669,96
1576,Celkon,C9,103
1577,Celkon,C11,75
1578,Celkon,C333,88
1579,Celkon,C6,82
1580,Celkon,C509,106
1581,Celkon,C5,94
1582,Celkon,C7,102
1583,Celkon,C22,75
1584,Celkon,C347,69
1585,Celkon,C357,80
1586,Celkon,C367,86
1587,Celkon,C409,86
1588,Celkon,C449,89
1589,Celkon,C517,106
1590,Celkon,C567,80
1591,Celkon,C747,128
1592,Celkon,C867,100
1593,Chea,A90,82.8
1594,Chea,JMS-110,77
1595,Chea,328,77
1596,Chea,318,77
1597,Chea,308,77
1598,Chea,228,74
1599,Chea,218,74
1600,Chea,208,74
1601,Chea,198,80
1602,Chea,188,80
1603,Chea,178,80
1604,Chea,168,80
1605,Coolpad,Note 5 Lite,148
1606,Coolpad,Cool1 dual,167
1607,Coolpad,Conjr,148
1608,Coolpad,Cool S1,168
1609,Coolpad,Note 3s,163
1610,Coolpad,Mega 3,170
1611,Coolpad,Note 5,173.4
1612,Coolpad,Modena 2,143
1613,Coolpad,Mega,143
1614,Coolpad,Torino,163
1615,Coolpad,Note 3 Plus,168
1616,Coolpad,Max,170
1617,Coolpad,Porto S,125
1618,Coolpad,Torino S,120
1619,Coolpad,Note 3 Lite,142
1620,Coolpad,Roar,
1621,Coolpad,Note 3,
1622,Coolpad,Shine,
1623,Coolpad,Modena,158
1624,Coolpad,Porto,119
1625,Dell,Venue 10 7000,597
1626,Dell,Venue 8 7000,305
1627,Dell,Venue 8,292
1628,Dell,Venue 7 8 GB,234
1629,Dell,Venue 7,234
1630,Dell,XPS 10,635
1631,Dell,Streak Pro D43,145
1632,Dell,Streak 10 Pro,727
1633,Dell,Streak 7,453.6
1634,Dell,Streak 7 Wi-Fi,453.6
1635,Dell,Venue,164
1636,Dell,XCD35,120
1637,Dell,XCD28,100
1638,Dell,Smoke,
1639,Dell,Flash,110
1640,Dell,Venue Pro,192.8
1641,Dell,Streak,220
1642,Dell,Aero,104
1643,Dell,Mini 3i,102
1644,Dell,Mini 3iX,108
1645,Emporia,Glam,
1646,Emporia,Flip Basic,82
1647,Emporia,Eco,70
1648,Emporia,Click Plus,110
1649,Emporia,Essence Plus,74
1650,Emporia,Solid Plus,142
1651,Emporia,Care Plus,103
1652,Emporia,Elegance Plus,92
1653,Emporia,Elegance,92
1654,Emporia,Connect,110
1655,Emporia,Click,110
1656,Emporia,Talk Comfort Plus,90
1657,Emporia,Talk Comfort,80
1658,Emporia,RL1,92
1659,Emporia,Talk Premium,110
1660,Energizer,Energy 500,284
1661,Energizer,Energy 400,367
1662,Energizer,Energy 240,134
1663,Energizer,Energy 200,122
1664,Energizer,Energy 100,112
1665,Ericsson,R600,82
1666,Ericsson,T68,84
1667,Ericsson,T66,59
1668,Ericsson,T65,94
1669,Ericsson,T39,86
1670,Ericsson,A3618,86
1671,Ericsson,T29s,95
1672,Ericsson,R520m,105
1673,Ericsson,T20e,128
1674,Ericsson,A2628,140
1675,Ericsson,T20s,128
1676,Ericsson,T36,88
1677,Ericsson,R380,164
1678,Ericsson,R320,99
1679,Ericsson,R310s,173
1680,Ericsson,A2618,140
1681,Ericsson,R250s PRO,330
1682,Ericsson,T28 World,83
1683,Ericsson,T28s,83
1684,Ericsson,T18s,146
1685,Ericsson,T10s,135
1686,Ericsson,A1018s,163
1687,Ericsson,I 888,195
1688,Ericsson,SH 888,195
1689,Ericsson,S 868,172
1690,Ericsson,GF 788e,135
1691,Ericsson,GF 788,135
1692,Ericsson,PF 768,135
1693,Ericsson,GF 768,135
1694,Ericsson,GH 688,160
1695,Ericsson,GA 628,160
1696,Ericsson,GF 388,170
1697,Ericsson,GH 388,170
1698,Ericsson,GS 337,193
1699,Ericsson,GF 337,193
1700,Ericsson,GH 337,193
1701,Ericsson,GA 318,248
1702,Ericsson,GS 18,215
1703,Ericsson,GO 118,215
1704,Ericsson,GH 218,
1705,Eten,glofiish X610,136
1706,Eten,glofiish V900,147
1707,Eten,glofiish X900,147
1708,Eten,glofiish DX900,147
1709,Eten,glofiish M750,179
1710,Eten,glofiish M810,179
1711,Eten,glofiish X650,136
1712,Eten,glofiish M800,178
1713,Eten,glofiish X600,136
1714,Eten,glofiish X500+,146
1715,Eten,glofiish X800,146
1716,Eten,glofiish M700,165
1717,Eten,glofiish X500,146
1718,Eten,M550,165
1719,Eten,G500+,191
1720,Eten,M600+,174
1721,Eten,G500,191
1722,Eten,M600,165
1723,Eten,M500,170
1724,Eten,P300B,165
1725,Eten,P300,165
1726,Eten,P700,200
1727,Fujitsu Siemens,T830,190
1728,Fujitsu Siemens,T810,190
1729,Garmin-Asus,A10,
1730,Garmin-Asus,nuvifone A50,136
1731,Garmin-Asus,nuvifone M10,
1732,Garmin-Asus,nuvifone G60,137
1733,Garmin-Asus,nuvifone M20,99
1734,Gigabyte,GSmart Essence 4,105
1735,Gigabyte,GSmart Classic Lite,145
1736,Gigabyte,GSmart Essence,125
1737,Gigabyte,GSmart Classic,150
1738,Gigabyte,GSmart Guru GX,115
1739,Gigabyte,GSmart Mika MX,165
1740,Gigabyte,GSmart Roma RX,155
1741,Gigabyte,GSmart Akta A4,158
1742,Gigabyte,GSmart Mika M3,146
1743,Gigabyte,GSmart GX2,135
1744,Gigabyte,GSmart Guru (White Edition),165
1745,Gigabyte,GSmart T4 (Lite Edition),115
1746,Gigabyte,GSmart Arty A3,165
1747,Gigabyte,GSmart Mika M2,150
1748,Gigabyte,GSmart T4,121
1749,Gigabyte,GSmart Saga S3,190
1750,Gigabyte,GSmart Rey R3,138
1751,Gigabyte,GSmart Guru,
1752,Gigabyte,GSmart Alto A2,
1753,Gigabyte,GSmart Roma R2,
1754,Gigabyte,GSmart Aku A1,147.7
1755,Gigabyte,GSmart Tuku T2,125
1756,Gigabyte,GSmart Maya M1 v2,147
1757,Gigabyte,GSmart Sierra S1,168
1758,Gigabyte,GSmart Simba SX1,165
1759,Gigabyte,GSmart Maya M1,150.5
1760,Gigabyte,GSmart Rio R1,130.5
1761,Gigabyte,GSmart GS202,147.6
1762,Gigabyte,GSmart G1362,155
1763,Gigabyte,GSmart G1355,168
1764,Gigabyte,GSmart G1345,123.3
1765,Gigabyte,GSmart G1342 Houston,120
1766,Gigabyte,GSmart M3447,95
1767,Gigabyte,GSmart G1310,117
1768,Gigabyte,GSmart G1317 Rola,116
1769,Gigabyte,GSmart G1315 Skate,118
1770,Gigabyte,GSmart S1205,
1771,Gigabyte,GSmart G1305 Boston,118
1772,Gigabyte,GSmart MS802,130
1773,Gigabyte,GSmart MW702,130
1774,Gigabyte,GSmart S1200,102.5
1775,Gigabyte,GSmart MS820,105
1776,Gigabyte,GSmart MS800,133
1777,Gigabyte,GSmart MW998,140
1778,Gigabyte,GSmart MW700,133
1779,Gigabyte,GSmart,
1780,Gigabyte,GSmart i350,130
1781,Gigabyte,GSmart q60,
1782,Gigabyte,GSmart t600,140
1783,Gigabyte,GSmart i120,130
1784,Gigabyte,GSmart i300,116
1785,Gigabyte,GSmart 2005,153
1786,Gigabyte,GSmart i,130
1787,Gigabyte,GSmart i (128),130
1788,Gigabyte,g-YoYo,105
1789,Gigabyte,g-Cam,113
1790,Gigabyte,Barbie,106
1791,Gigabyte,g-re (b),106
1792,Gigabyte,g-re (o),106
1793,Gigabyte,Snoopy,106
1794,Gigabyte,Keroro,106
1795,Gigabyte,Doraemon,106
1796,Gigabyte,g-X5,106
1797,Gionee,A1 Lite,
1798,Gionee,S10,178
1799,Gionee,S10B,
1800,Gionee,S10C,
1801,Gionee,M6s Plus,215
1802,Gionee,A1 Plus,226
1803,Gionee,A1,182
1804,Gionee,F5,162
1805,Gionee,M2017,238
1806,Gionee,Steel 2,160
1807,Gionee,P7,
1808,Gionee,S9,168.2
1809,Gionee,P7 Max,183
1810,Gionee,F103 Pro,142
1811,Gionee,S6s,166
1812,Gionee,M6 Plus,215
1813,Gionee,M6,180
1814,Gionee,S6 Pro,170
1815,Gionee,P5 Mini,153
1816,Gionee,W909,207.7
1817,Gionee,S8,147.2
1818,Gionee,Marathon M5 mini,
1819,Gionee,Marathon M5 enjoy,200
1820,Gionee,Marathon M5 Plus,208
1821,Gionee,Marathon M5 lite,183
1822,Gionee,Pioneer P5W,153
1823,Gionee,S6,147
1824,Gionee,Elife S Plus,158
1825,Gionee,F103,136.6
1826,Gionee,Elife E8,210
1827,Gionee,S5.1 Pro,129
1828,Gionee,Marathon M4,176
1829,Gionee,Marathon M5,211
1830,Gionee,Pioneer P4S,
1831,Gionee,Elife S7,125.3
1832,Gionee,Pioneer P3S,161
1833,Gionee,Pioneer P2M,140
